"from","to","database","source"
"Ppy","Grm7","omnipath","omnipath"
"Ppy","Mtnr1a","omnipath","omnipath"
"Ppy","Npffr1","nichenet_verschueren","nichenet_verschueren"
"Ppy","Npffr2","nichenet_verschueren","nichenet_verschueren"
"Ppy","Npy1r","omnipath","omnipath"
"Ppy","Npy2r","omnipath","omnipath"
"Ppy","Npy4r","omnipath","omnipath"
"Ppy","Npy4r","nichenet_verschueren","nichenet_verschueren"
"Ppy","Npy5r","omnipath","omnipath"
"Prg4","Cd44","omnipath","omnipath"
"Prg4","Tlr2","omnipath","omnipath"
"Prg4","Tlr4","omnipath","omnipath"
"Prl","Erbb2","omnipath","omnipath"
"Prl","Prlr","omnipath","omnipath"
"Prl2a1","Erbb2","omnipath","omnipath"
"Prl2a1","Prlr","omnipath","omnipath"
"Prl2b1","Erbb2","omnipath","omnipath"
"Prl2b1","Prlr","omnipath","omnipath"
"Prl2c1","Erbb2","omnipath","omnipath"
"Prl2c1","Prlr","omnipath","omnipath"
"Prl2c2","Erbb2","omnipath","omnipath"
"Prl2c2","Prlr","omnipath","omnipath"
"Prl2c3","Erbb2","omnipath","omnipath"
"Prl2c3","Prlr","omnipath","omnipath"
"Prl2c5","Erbb2","omnipath","omnipath"
"Prl2c5","Prlr","omnipath","omnipath"
"Prl3a1","Erbb2","omnipath","omnipath"
"Prl3a1","Prlr","omnipath","omnipath"
"Prl3b1","Erbb2","omnipath","omnipath"
"Prl3b1","Prlr","omnipath","omnipath"
"Prl3c1","Erbb2","omnipath","omnipath"
"Prl3c1","Prlr","omnipath","omnipath"
"Prl3d1","Erbb2","omnipath","omnipath"
"Prl3d1","Prlr","omnipath","omnipath"
"Prl3d2","Erbb2","omnipath","omnipath"
"Prl3d2","Prlr","omnipath","omnipath"
"Prl3d3","Erbb2","omnipath","omnipath"
"Prl3d3","Prlr","omnipath","omnipath"
"Prl4a1","Erbb2","omnipath","omnipath"
"Prl4a1","Prlr","omnipath","omnipath"
"Prl5a1","Erbb2","omnipath","omnipath"
"Prl5a1","Prlr","omnipath","omnipath"
"Prl6a1","Erbb2","omnipath","omnipath"
"Prl6a1","Prlr","omnipath","omnipath"
"Prl7a1","Erbb2","omnipath","omnipath"
"Prl7a1","Prlr","omnipath","omnipath"
"Prl7a2","Erbb2","omnipath","omnipath"
"Prl7a2","Prlr","omnipath","omnipath"
"Prl7b1","Erbb2","omnipath","omnipath"
"Prl7b1","Prlr","omnipath","omnipath"
"Prl7c1","Erbb2","omnipath","omnipath"
"Prl7c1","Prlr","omnipath","omnipath"
"Prl7d1","Erbb2","omnipath","omnipath"
"Prl7d1","Prlr","omnipath","omnipath"
"Prl8a1","Erbb2","omnipath","omnipath"
"Prl8a1","Prlr","omnipath","omnipath"
"Prl8a2","Erbb2","omnipath","omnipath"
"Prl8a2","Prlr","omnipath","omnipath"
"Prl8a6","Erbb2","omnipath","omnipath"
"Prl8a6","Prlr","omnipath","omnipath"
"Prl8a8","Erbb2","omnipath","omnipath"
"Prl8a8","Prlr","omnipath","omnipath"
"Prl8a9","Erbb2","omnipath","omnipath"
"Prl8a9","Prlr","omnipath","omnipath"
"Prlh","Prlhr","omnipath","omnipath"
"Prn","Rpsa","nichenet_verschueren","nichenet_verschueren"
"Prnd","Rpsa","nichenet_verschueren","nichenet_verschueren"
"Prnp","Ncam1","omnipath","omnipath"
"Prnp","Tnfrsf25","omnipath","omnipath"
"Proc","F5","omnipath","omnipath"
"Proc","F7","omnipath","omnipath"
"Proc","F8","omnipath","omnipath"
"Proc","Itgam","omnipath","omnipath"
"Proc","Gm49368","omnipath","omnipath"
"Proc","Itgb2","omnipath","omnipath"
"Proc","Itgb2l","omnipath","omnipath"
"Proc","Procr","omnipath","omnipath"
"Proc","Tek","omnipath","omnipath"
"Proc","Thbd","omnipath","omnipath"
"Prok1","Prokr1","omnipath","omnipath"
"Prok1","Prokr2","omnipath","omnipath"
"Prok2","Prokr1","omnipath","omnipath"
"Prok2","Prokr2","omnipath","omnipath"
"Pros1","Axl","omnipath","omnipath"
"Pros1","F5","omnipath","omnipath"
"Pros1","F8","omnipath","omnipath"
"Pros1","Mertk","omnipath","omnipath"
"Pros1","Proc","omnipath","omnipath"
"Pros1","Tyro3","omnipath","omnipath"
"Prrg4","Cadm4","omnipath","omnipath"
"Prss1","F2r","omnipath","omnipath"
"Prss1","F2rl1","omnipath","omnipath"
"Prss1","F2rl2","omnipath","omnipath"
"Prss1","F2rl3","omnipath","omnipath"
"Prss2","F2r","omnipath","omnipath"
"Prss2","F2rl1","omnipath","omnipath"
"Prss2","F2rl2","omnipath","omnipath"
"Prss2","F2rl3","omnipath","omnipath"
"Prss3","F2r","omnipath","omnipath"
"Prss3","F2rl1","omnipath","omnipath"
"Prss3","F2rl2","omnipath","omnipath"
"Prss3","F2rl3","omnipath","omnipath"
"Prss55","Lrrc4","nichenet_verschueren","nichenet_verschueren"
"Psap","Celsr1","omnipath","omnipath"
"Psap","Gpr37","omnipath","omnipath"
"Psap","Gpr37l1","omnipath","omnipath"
"Psap","Lrp1","omnipath","omnipath"
"Psap","Sort1","omnipath","omnipath"
"Psen1","Cdh1","omnipath","omnipath"
"Psen1","Ncstn","omnipath","omnipath"
"Psen1","Notch1","omnipath","omnipath"
"Psen1","Notch2","omnipath","omnipath"
"Psen1","Notch3","omnipath","omnipath"
"Psen1","Notch4","omnipath","omnipath"
"Psen1","Psen1","omnipath","omnipath"
"Psg16","Lilra6","omnipath","omnipath"
"Psg17","Lilra6","omnipath","omnipath"
"Psg18","Lilra6","omnipath","omnipath"
"Psg19","Lilra6","omnipath","omnipath"
"Psg20","Lilra6","omnipath","omnipath"
"Psg21","Lilra6","omnipath","omnipath"
"Psg22","Lilra6","omnipath","omnipath"
"Psg23","Lilra6","omnipath","omnipath"
"Psg25","Lilra6","omnipath","omnipath"
"Psg26","Lilra6","omnipath","omnipath"
"Psg27","Lilra6","omnipath","omnipath"
"Psg28","Lilra6","omnipath","omnipath"
"Psg29","Lilra6","omnipath","omnipath"
"Pspn","Gfra1","omnipath","omnipath"
"Pspn","Gfra2","omnipath","omnipath"
"Pspn","Gfra3","omnipath","omnipath"
"Pspn","Gfra4","omnipath","omnipath"
"Pspn","Ret","omnipath","omnipath"
"Pspn","Sdc3","omnipath","omnipath"
"Ptdss1","Jmjd6","nichenet_verschueren","nichenet_verschueren"
"Ptdss1","Scarb1","omnipath","omnipath"
"Ptgfrn","Sgcg","omnipath","omnipath"
"Ptgfrn","Tmem59l","omnipath","omnipath"
"Ptgs2","Ptgdr2","nichenet_verschueren","nichenet_verschueren"
"Pth","Adcyap1r1","omnipath","omnipath"
"Pth","Adrb2","omnipath","omnipath"
"Pth","Adrb3","omnipath","omnipath"
"Pth","Gpr20","omnipath","omnipath"
"Pth","Gpr84","omnipath","omnipath"
"Pth","Lrp6","omnipath","omnipath"
"Pth","Pth1r","omnipath","omnipath"
"Pth","Pth2r","omnipath","omnipath"
"Pth","Ramp2","omnipath","omnipath"
"Pth","Ramp3","omnipath","omnipath"
"Pth","Tshr","omnipath","omnipath"
"Pth","Vipr1","omnipath","omnipath"
"Pth2","Adcyap1r1","omnipath","omnipath"
"Pth2","Adrb2","omnipath","omnipath"
"Pth2","Adrb3","omnipath","omnipath"
"Pth2","Gpr20","omnipath","omnipath"
"Pth2","Gpr84","omnipath","omnipath"
"Pth2","Pth1r","omnipath","omnipath"
"Pth2","Pth2r","omnipath","omnipath"
"Pth2","Ramp2","omnipath","omnipath"
"Pth2","Ramp3","omnipath","omnipath"
"Pth2","Tshr","omnipath","omnipath"
"Pth2","Vipr1","omnipath","omnipath"
"Pthlh","Adcyap1r1","omnipath","omnipath"
"Pthlh","Adrb2","omnipath","omnipath"
"Pthlh","Adrb3","omnipath","omnipath"
"Pthlh","Gpr20","omnipath","omnipath"
"Pthlh","Gpr84","omnipath","omnipath"
"Pthlh","Prlhr","nichenet_verschueren","nichenet_verschueren"
"Pthlh","Pth1r","omnipath","omnipath"
"Pthlh","Pth2r","omnipath","omnipath"
"Pthlh","Ramp2","omnipath","omnipath"
"Pthlh","Ramp3","omnipath","omnipath"
"Pthlh","Tshr","omnipath","omnipath"
"Pthlh","Vipr1","omnipath","omnipath"
"Ptn","Alk","omnipath","omnipath"
"Ptn","Cdh10","omnipath","omnipath"
"Ptn","Itgav","omnipath","omnipath"
"Ptn","Itgb3","omnipath","omnipath"
"Ptn","Plxnb2","omnipath","omnipath"
"Ptn","Ptprb","omnipath","omnipath"
"Ptn","Ptprs","omnipath","omnipath"
"Ptn","Ptprz1","omnipath","omnipath"
"Ptn","Sdc1","omnipath","omnipath"
"Ptn","Sdc2","omnipath","omnipath"
"Ptn","Sdc3","omnipath","omnipath"
"Ptn","Sdc4","omnipath","omnipath"
"Ptprc","Cd22","omnipath","omnipath"
"Ptprc","Cd247","omnipath","omnipath"
"Ptprc","Cd4","omnipath","omnipath"
"Ptprc","Dpp4","omnipath","omnipath"
"Ptprc","Mrc1","omnipath","omnipath"
"Ptprk","Egfr","omnipath","omnipath"
"Ptprm","Cdh1","omnipath","omnipath"
"Ptprm","Ptprm","nichenet_verschueren","nichenet_verschueren"
"Ptprm","Siglecg","omnipath","omnipath"
"Ptprz1","Alk","omnipath","omnipath"
"Ptprz1","Cntn1","omnipath","omnipath"
"Ptprz1","Ncam1","omnipath","omnipath"
"Ptprz1","Ntrk1","omnipath","omnipath"
"Pvr","Cd226","omnipath","omnipath"
"Pvr","Cd96","omnipath","omnipath"
"Pvr","Nectin3","omnipath","omnipath"
"Pvr","Nectin4","omnipath","omnipath"
"Pvr","Pvrig","omnipath","omnipath"
"Pvr","Tigit","omnipath","omnipath"
"Pyy","Dpp4","omnipath","omnipath"
"Pyy","Fap","omnipath","omnipath"
"Pyy","Npy1r","omnipath","omnipath"
"Pyy","Npy2r","omnipath","omnipath"
"Pyy","Npy4r","omnipath","omnipath"
"Pyy","Npy4r","nichenet_verschueren","nichenet_verschueren"
"Pyy","Npy5r","omnipath","omnipath"
"Qrfp","P2ry14","omnipath","omnipath"
"Qrfp","Qrfpr","omnipath","omnipath"
"Qrfp","Qrfprl","omnipath","omnipath"
"Raet1d","Hcst","omnipath","omnipath"
"Raet1d","Klrk1","omnipath","omnipath"
"Raet1e","Hcst","omnipath","omnipath"
"Raet1e","Klrk1","omnipath","omnipath"
"Rarres1","Nrp2","omnipath","omnipath"
"Rarres2","Ccrl2","omnipath","omnipath"
"Rarres2","Cmklr1","omnipath","omnipath"
"Rarres2","Gpr1","nichenet_verschueren","nichenet_verschueren"
"Rarres2","Gpr1","omnipath","omnipath"
"Rbp3","Notch1","omnipath","omnipath"
"Rbp4","Stra6","omnipath","omnipath"
"Reck","Mmp9","omnipath","omnipath"
"Reck","Tigit","omnipath","omnipath"
"Reln","Itga3","omnipath","omnipath"
"Reln","Itgb1","omnipath","omnipath"
"Reln","Lrp8","omnipath","omnipath"
"Reln","Vldlr","omnipath","omnipath"
"Ren1","Atp6ap2","omnipath","omnipath"
"Ret","Gfra1","omnipath","omnipath"
"Ret","Gfra2","omnipath","omnipath"
"Ret","Gfra3","omnipath","omnipath"
"Ret","Gfra4","omnipath","omnipath"
"Retn","Gpr25","omnipath","omnipath"
"Retn","Tlr4","omnipath","omnipath"
"Rgma","Bmpr1b","omnipath","omnipath"
"Rgma","Bmpr2","omnipath","omnipath"
"Rgma","Hjv","omnipath","omnipath"
"Rgma","Neo1","omnipath","omnipath"
"Rgma","Tfr2","omnipath","omnipath"
"Rln1","Rxfp1","omnipath","omnipath"
"Rln1","Rxfp2","omnipath","omnipath"
"Rln1","Rxfp3","omnipath","omnipath"
"Rln3","Rxfp1","omnipath","omnipath"
"Rln3","Rxfp2","omnipath","omnipath"
"Rln3","Rxfp3","omnipath","omnipath"
"Rln3","Rxfp4","omnipath","omnipath"
"Robo1","Ncam1","omnipath","omnipath"
"Rps19","C5ar1","nichenet_verschueren","nichenet_verschueren"
"Rspo1","Fzd8","omnipath","omnipath"
"Rspo1","Lgr4","omnipath","omnipath"
"Rspo1","Lgr5","omnipath","omnipath"
"Rspo1","Lgr6","omnipath","omnipath"
"Rspo1","Lrp6","omnipath","omnipath"
"Rspo1","Rnf43","omnipath","omnipath"
"Rspo2","Fzd4","omnipath","omnipath"
"Rspo2","Lgr4","omnipath","omnipath"
"Rspo2","Lgr5","omnipath","omnipath"
"Rspo2","Lgr6","omnipath","omnipath"
"Rspo2","Rnf43","omnipath","omnipath"
"Rspo2","Sdc4","omnipath","omnipath"
"Rspo3","Fzd8","omnipath","omnipath"
"Rspo3","Lgr4","omnipath","omnipath"
"Rspo3","Lgr5","omnipath","omnipath"
"Rspo3","Lgr6","omnipath","omnipath"
"Rspo3","Lrp6","omnipath","omnipath"
"Rspo3","Rnf43","omnipath","omnipath"
"Rspo3","Sdc4","omnipath","omnipath"
"Rspo4","Lgr4","omnipath","omnipath"
"Rspo4","Lgr5","omnipath","omnipath"
"Rspo4","Lgr6","omnipath","omnipath"
"Rspo4","Lrp5","omnipath","omnipath"
"Rspo4","Lrp6","omnipath","omnipath"
"Rspo4","Rnf43","omnipath","omnipath"
"Rtn4","Cntn1","omnipath","omnipath"
"Rtn4","Cntnap1","omnipath","omnipath"
"Rtn4","Gjb2","omnipath","omnipath"
"Rtn4","Lingo1","omnipath","omnipath"
"Rtn4","Ngfr","omnipath","omnipath"
"Rtn4","Rtn4r","omnipath","omnipath"
"Rtn4","S1pr2","omnipath","omnipath"
"Rtn4","Tnfrsf19","omnipath","omnipath"
"S100a10","Cftr","omnipath","omnipath"
"S100a10","Htr1b","omnipath","omnipath"
"S100a10","Trpv5","omnipath","omnipath"
"S100a10","Trpv6","omnipath","omnipath"
"S100a4","Ccr5","omnipath","omnipath"
"S100a4","Egfr","omnipath","omnipath"
"S100a4","Erbb2","omnipath","omnipath"
"S100a4","Erbb3","omnipath","omnipath"
"S100a8","Ager","omnipath","omnipath"
"S100a8","Cd36","omnipath","omnipath"
"S100a8","Cd68","omnipath","omnipath"
"S100a8","Cd69","omnipath","omnipath"
"S100a8","Itgb2","omnipath","omnipath"
"S100a8","Itgb2l","omnipath","omnipath"
"S100a8","Tlr4","omnipath","omnipath"
"S100a9","Ager","omnipath","omnipath"
"S100a9","Alcam","omnipath","omnipath"
"S100a9","Cd36","omnipath","omnipath"
"S100a9","Cd68","omnipath","omnipath"
"S100a9","Itgb2","omnipath","omnipath"
"S100a9","Itgb2l","omnipath","omnipath"
"S100a9","Tlr4","omnipath","omnipath"
"S100b","Ager","omnipath","omnipath"
"S100b","Alcam","omnipath","omnipath"
"Saa1","Adra2a","omnipath","omnipath"
"Saa1","Cd36","omnipath","omnipath"
"Saa1","Fpr1","omnipath","omnipath"
"Saa1","Fpr2","omnipath","omnipath"
"Saa1","Fpr3","omnipath","omnipath"
"Saa1","Grm7","omnipath","omnipath"
"Saa1","Mtnr1a","omnipath","omnipath"
"Saa1","Scarb1","omnipath","omnipath"
"Saa1","Tlr2","omnipath","omnipath"
"Saa2","Adra2a","omnipath","omnipath"
"Saa2","Cd36","omnipath","omnipath"
"Saa2","Fpr1","omnipath","omnipath"
"Saa2","Fpr2","omnipath","omnipath"
"Saa2","Fpr3","omnipath","omnipath"
"Saa2","Grm7","omnipath","omnipath"
"Saa2","Mtnr1a","omnipath","omnipath"
"Saa2","Scarb1","omnipath","omnipath"
"Saa2","Tlr2","omnipath","omnipath"
"Saraf","Dag1","nichenet_verschueren","nichenet_verschueren"
"Sbpl","Cxcr4","omnipath","omnipath"
"Sbpl","Tlr2","omnipath","omnipath"
"Sbpl","Tlr4","omnipath","omnipath"
"Sbpl","Tlr5","omnipath","omnipath"
"Sbpl","Tlr6","omnipath","omnipath"
"Scgb1a1","Lmbr1l","omnipath","omnipath"
"Scgb1a1","Lrp2","omnipath","omnipath"
"Scgb3a1","Marco","omnipath","omnipath"
"Scgb3a1","Notch3","omnipath","omnipath"
"Scgb3a2","Marco","omnipath","omnipath"
"Sct","Adcyap1r1","omnipath","omnipath"
"Sct","Adrb2","omnipath","omnipath"
"Sct","Adrb3","omnipath","omnipath"
"Sct","Gpr20","omnipath","omnipath"
"Sct","Gpr84","omnipath","omnipath"
"Sct","Pth1r","omnipath","omnipath"
"Sct","Ramp2","omnipath","omnipath"
"Sct","Ramp3","omnipath","omnipath"
"Sct","Sctr","omnipath","omnipath"
"Sct","Tshr","omnipath","omnipath"
"Sct","Vipr1","omnipath","omnipath"
"Sct","Vipr2","omnipath","omnipath"
"Scube2","Kdr","omnipath","omnipath"
"Sdc2","Ezr","omnipath","omnipath"
"Sdc2","Ptprj","omnipath","omnipath"
"Sdc4","Adam12","omnipath","omnipath"
"Sdk2","Cadm4","nichenet_verschueren","nichenet_verschueren"
"Sdk2","Clec4a2","omnipath","omnipath"
"Sdk2","Clec4a1","omnipath","omnipath"
"Sectm1a","Cd7","omnipath","omnipath"
"Sectm1b","Cd7","omnipath","omnipath"
"Sele","Cd44","omnipath","omnipath"
"Sele","Ceacam1","omnipath","omnipath"
"Sele","Ceacam2","omnipath","omnipath"
"Sele","Glg1","omnipath","omnipath"
"Sele","Selplg","omnipath","omnipath"
"Sell","Madcam1","nichenet_verschueren","nichenet_verschueren"
"Sell","Podxl","omnipath","omnipath"
"Sell","Selplg","omnipath","omnipath"
"Sell","Unc5d","omnipath","omnipath"
"Selp","Selplg","nichenet_verschueren","nichenet_verschueren"
"Selplg","Sele","omnipath","omnipath"
"Selplg","Sell","omnipath","omnipath"
"Selplg","Selp","omnipath","omnipath"
"Sema3a","Nrp1","omnipath","omnipath"
"Sema3a","Nrp2","omnipath","omnipath"
"Sema3a","Plxna1","omnipath","omnipath"
"Sema3a","Plxna2","omnipath","omnipath"
"Sema3a","Plxna3","omnipath","omnipath"
"Sema3a","Plxna4","omnipath","omnipath"
"Sema3b","Nrp1","omnipath","omnipath"
"Sema3b","Nrp2","omnipath","omnipath"
"Sema3b","Plxna1","omnipath","omnipath"
"Sema3b","Plxna2","omnipath","omnipath"
"Sema3b","Plxna3","omnipath","omnipath"
"Sema3b","Plxna4","omnipath","omnipath"
"Sema3c","Nrp1","omnipath","omnipath"
"Sema3c","Nrp2","omnipath","omnipath"
"Sema3c","Plxna1","omnipath","omnipath"
"Sema3c","Plxna2","omnipath","omnipath"
"Sema3c","Plxna3","omnipath","omnipath"
"Sema3c","Plxna4","omnipath","omnipath"
"Sema3c","Plxnd1","omnipath","omnipath"
"Sema3d","Nrp1","omnipath","omnipath"
"Sema3d","Nrp2","omnipath","omnipath"
"Sema3d","Plxna1","omnipath","omnipath"
"Sema3d","Plxna2","omnipath","omnipath"
"Sema3d","Plxna3","omnipath","omnipath"
"Sema3d","Plxna4","omnipath","omnipath"
"Sema3d","Plxnd1","omnipath","omnipath"
"Sema3e","Nrp1","omnipath","omnipath"
"Sema3e","Nrp2","omnipath","omnipath"
"Sema3e","Plxnd1","omnipath","omnipath"
"Sema3f","Nrp1","omnipath","omnipath"
"Sema3f","Nrp2","omnipath","omnipath"
"Sema3f","Plxna1","omnipath","omnipath"
"Sema3f","Plxna2","omnipath","omnipath"
"Sema3f","Plxna3","omnipath","omnipath"
"Sema3f","Plxna4","omnipath","omnipath"
"Sema3g","Fcgr3","omnipath","omnipath"
"Sema3g","Fcgr2b","omnipath","omnipath"
"Sema3g","Gp6","omnipath","omnipath"
"Sema3g","Nrp2","omnipath","omnipath"
"Sema3g","Plxna1","omnipath","omnipath"
"Sema3g","Plxna2","omnipath","omnipath"
"Sema3g","Plxna3","omnipath","omnipath"
"Sema3g","Plxna4","omnipath","omnipath"
"Sema4a","Nrp1","omnipath","omnipath"
"Sema4a","Plxna1","omnipath","omnipath"
"Sema4a","Plxna2","omnipath","omnipath"
"Sema4a","Plxna3","omnipath","omnipath"
"Sema4a","Plxna4","omnipath","omnipath"
"Sema4a","Plxnb1","omnipath","omnipath"
"Sema4a","Plxnb2","omnipath","omnipath"
"Sema4a","Plxnb3","omnipath","omnipath"
"Sema4a","Plxnd1","omnipath","omnipath"
"Sema4b","Dcbld2","omnipath","omnipath"
"Sema4b","Plxnb1","nichenet_verschueren","nichenet_verschueren"
"Sema4b","Plxnb2","omnipath","omnipath"
"Sema4c","Plxnb1","omnipath","omnipath"
"Sema4c","Plxnb2","omnipath","omnipath"
"Sema4d","Cd72","omnipath","omnipath"
"Sema4d","Erbb2","omnipath","omnipath"
"Sema4d","Met","omnipath","omnipath"
"Sema4d","Plxnb1","omnipath","omnipath"
"Sema4d","Plxnb2","omnipath","omnipath"
"Sema4d","Plxnb3","omnipath","omnipath"
"Sema4f","Nrp2","omnipath","omnipath"
"Sema4f","Vsir","omnipath","omnipath"
"Sema4g","Plxnb1","nichenet_verschueren","nichenet_verschueren"
"Sema4g","Plxnb2","omnipath","omnipath"
"Sema4g","Plxnb3","nichenet_verschueren","nichenet_verschueren"
"Sema5a","Met","omnipath","omnipath"
"Sema5a","Plxna1","omnipath","omnipath"
"Sema5a","Plxna2","omnipath","omnipath"
"Sema5a","Plxna3","omnipath","omnipath"
"Sema5a","Plxnb3","omnipath","omnipath"
"Sema5b","Plxna1","omnipath","omnipath"
"Sema5b","Plxna3","omnipath","omnipath"
"Sema6a","Plxna2","omnipath","omnipath"
"Sema6a","Plxna4","omnipath","omnipath"
"Sema6b","Plxna2","omnipath","omnipath"
"Sema6b","Plxna4","omnipath","omnipath"
"Sema6c","Plxna1","omnipath","omnipath"
"Sema6d","Kdr","omnipath","omnipath"
"Sema6d","Plxna1","omnipath","omnipath"
"Sema6d","Plxna4","omnipath","omnipath"
"Sema6d","Plxnc1","omnipath","omnipath"
"Sema6d","Trem2","omnipath","omnipath"
"Sema6d","Tyrobp","omnipath","omnipath"
"Sema7a","Itga1","omnipath","omnipath"
"Sema7a","Itgb1","omnipath","omnipath"
"Sema7a","Plxnc1","omnipath","omnipath"
"Sema7a","Unc5d","omnipath","omnipath"
"Serpina1a","F12","omnipath","omnipath"
"Serpina1a","Lrp1","omnipath","omnipath"
"Serpina1b","F12","omnipath","omnipath"
"Serpina1b","Lrp1","omnipath","omnipath"
"Serpina1c","F12","omnipath","omnipath"
"Serpina1c","Lrp1","omnipath","omnipath"
"Serpina1d","F12","omnipath","omnipath"
"Serpina1d","Lrp1","omnipath","omnipath"
"Serpina1e","F12","omnipath","omnipath"
"Serpina1e","Lrp1","omnipath","omnipath"
"Serpina5","Klk1b22","omnipath","omnipath"
"Serpina5","Klk1b9","omnipath","omnipath"
"Serpina5","Klk1","omnipath","omnipath"
"Serpina5","Klk1b11","omnipath","omnipath"
"Serpina5","Klk1b16","omnipath","omnipath"
"Serpina5","Klk1b21","omnipath","omnipath"
"Serpina5","Klk1b24","omnipath","omnipath"
"Serpina5","Klk1b26","omnipath","omnipath"
"Serpina5","Klk1b27","omnipath","omnipath"
"Serpina5","Klk1b5","omnipath","omnipath"
"Serpina5","Klk1b1","omnipath","omnipath"
"Serpina5","Klk1b8","omnipath","omnipath"
"Serpina5","Klk1b4","omnipath","omnipath"
"Serpina5","Klk1b3","omnipath","omnipath"
"Serpina5","Proc","omnipath","omnipath"
"Serpina5","Thbd","omnipath","omnipath"
"Serpinc1","F10","omnipath","omnipath"
"Serpinc1","F11","omnipath","omnipath"
"Serpinc1","F12","omnipath","omnipath"
"Serpinc1","F9","omnipath","omnipath"
"Serpinc1","Gpc1","omnipath","omnipath"
"Serpinc1","Lrp1","omnipath","omnipath"
"Serpinc1","Sdc2","omnipath","omnipath"
"Serpine1","F12","omnipath","omnipath"
"Serpine1","Itgav","omnipath","omnipath"
"Serpine1","Itgb5","omnipath","omnipath"
"Serpine1","Lrp1","omnipath","omnipath"
"Serpine1","Lrp2","omnipath","omnipath"
"Serpine1","Plat","omnipath","omnipath"
"Serpine1","Plau","omnipath","omnipath"
"Serpine1","Plaur","omnipath","omnipath"
"Serpine2","Lrp1","omnipath","omnipath"
"Serpinf1","Lrp6","omnipath","omnipath"
"Serpinf1","Plxdc1","omnipath","omnipath"
"Serpinf1","Plxdc2","omnipath","omnipath"
"Serping1","C1ra","omnipath","omnipath"
"Serping1","C1rb","omnipath","omnipath"
"Serping1","F12","omnipath","omnipath"
"Serping1","Lrp1","omnipath","omnipath"
"Serping1","Sele","omnipath","omnipath"
"Serping1","Selp","omnipath","omnipath"
"Sfrp1","Fzd2","omnipath","omnipath"
"Sfrp1","Fzd6","omnipath","omnipath"
"Sfrp2","Fzd5","omnipath","omnipath"
"Sftpa1","Cd93","omnipath","omnipath"
"Sftpa1","Tlr2","omnipath","omnipath"
"Sftpd","Lair1","omnipath","omnipath"
"Sftpd","Sirpa","omnipath","omnipath"
"Sftpd","Tlr4","omnipath","omnipath"
"Shbg","Cldn4","omnipath","omnipath"
"Shbg","Cldn13","omnipath","omnipath"
"Shbg","Gprc6a","omnipath","omnipath"
"Shbg","Slc37a1","omnipath","omnipath"
"Shh","Boc","omnipath","omnipath"
"Shh","Cdon","omnipath","omnipath"
"Shh","Hhip","omnipath","omnipath"
"Shh","Lrp2","omnipath","omnipath"
"Shh","Ptch1","omnipath","omnipath"
"Shh","Ptch2","omnipath","omnipath"
"Shh","Smo","omnipath","omnipath"
"Shisa4","Fcgrt","nichenet_verschueren","nichenet_verschueren"
"Siglec1","Cd47","nichenet_verschueren","nichenet_verschueren"
"Siglec1","Ptprc","omnipath","omnipath"
"Siglec1","Spn","omnipath","omnipath"
"Siglec15","Cd33","omnipath","omnipath"
"Siglec15","Fgfr4","nichenet_verschueren","nichenet_verschueren"
"Siglec15","Lrrc4c","omnipath","omnipath"
"Siglec15","Mag","omnipath","omnipath"
"Siglec15","Siglecg","omnipath","omnipath"
"Siglec15","Unc5d","omnipath","omnipath"
"Siglece","Adgra2","omnipath","omnipath"
"Siglece","Boc","omnipath","omnipath"
"Siglece","Cd320","omnipath","omnipath"
"Siglece","Cd33","omnipath","omnipath"
"Siglece","Cd4","omnipath","omnipath"
"Siglece","Cd6","nichenet_verschueren","nichenet_verschueren"
"Siglece","Ifngr1","omnipath","omnipath"
"Siglece","Il1rapl1","nichenet_verschueren","nichenet_verschueren"
"Siglece","Il1rl1","omnipath","omnipath"
"Siglece","Il4ra","nichenet_verschueren","nichenet_verschueren"
"Siglece","AU040320","omnipath","omnipath"
"Siglece","Lrfn2","omnipath","omnipath"
"Siglece","Lrp12","omnipath","omnipath"
"Siglece","Lrrc4c","omnipath","omnipath"
"Siglece","Mag","omnipath","omnipath"
"Siglece","Muc1","omnipath","omnipath"
"Siglece","Ncr1","nichenet_verschueren","nichenet_verschueren"
"Siglece","Nrp2","nichenet_verschueren","nichenet_verschueren"
"Siglece","Nrxn2","nichenet_verschueren","nichenet_verschueren"
"Siglece","Ntng1","nichenet_verschueren","nichenet_verschueren"
"Siglece","Ntrk3","nichenet_verschueren","nichenet_verschueren"
"Siglece","Pcdhac1","omnipath","omnipath"
"Siglece","Pcdhga7","omnipath","omnipath"
"Siglece","Ptpro","nichenet_verschueren","nichenet_verschueren"
"Siglece","Siglecg","omnipath","omnipath"
"Siglece","Siglec15","omnipath","omnipath"
"Siglece","Siglece","omnipath","omnipath"
"Siglece","Siglecf","omnipath","omnipath"
"Siglece","Siglecf","nichenet_verschueren","nichenet_verschueren"
"Siglece","Siglece","nichenet_verschueren","nichenet_verschueren"
"Siglece","Tex101","nichenet_verschueren","nichenet_verschueren"
"Siglece","Timd4","omnipath","omnipath"
"Siglece","Tnfrsf11b","omnipath","omnipath"
"Siglecf","Cd33","omnipath","omnipath"
"Siglecf","Cd4","nichenet_verschueren","nichenet_verschueren"
"Siglecf","Cd6","nichenet_verschueren","nichenet_verschueren"
"Siglecf","Il4ra","nichenet_verschueren","nichenet_verschueren"
"Siglecf","AU040320","omnipath","omnipath"
